problem_id,submission_id,token_count,file_size_bytes,clean_source,obfuscated_binary,input_file,output_file,compiler,optimization_level,is_stripped,obfuscator,obfuscation_techniques,verification_status,function_count,nloc,cc_total,cc_max,decision_points,cf_density,length_group,complexity_group,stratum,representative_random_score,length_rank,complexity_rank_within_length_group,lizard_error
p03063,s958968626,2229,4825,clean_src/p03063/s958968626.c,obfuscated_bin/p03063/s958968626_fla_bcf_instsub.elf,input_output/p03063/input.txt,input_output/p03063/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,46,111,98,6,52,46.846846846846844,long,complex,long_complex,0.9559953850562459,2312,1099,
p03064,s350054905,524,1428,clean_src/p03064/s350054905.c,obfuscated_bin/p03064/s350054905_fla_bcf_instsub.elf,input_output/p03064/input.txt,input_output/p03064/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,4,65,15,9,11,16.923076923076923,short,simple,short_simple,0.959120197636148,884,295,
p03065,s422236673,726,1783,clean_src/p03065/s422236673.c,obfuscated_bin/p03065/s422236673_fla_bcf_instsub.elf,input_output/p03065/input.txt,input_output/p03065/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,46,36,17,27,58.69565217391305,long,complex,long_complex,0.7391791487764189,1345,1192,
p03066,s117189806,657,1598,clean_src/p03066/s117189806.c,obfuscated_bin/p03066/s117189806_fla_bcf_instsub.elf,input_output/p03066/input.txt,input_output/p03066/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,6,36,25,14,19,52.77777777777778,short,complex,short_complex,0.9002121648107133,1209,1258,
p03067,s085613810,273,1000,clean_src/p03067/s085613810.c,obfuscated_bin/p03067/s085613810_fla_bcf_instsub.elf,input_output/p03067/input.txt,input_output/p03067/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,61,15,7,10,16.39344262295082,short,simple,short_simple,0.8862187243211198,75,277,
p03068,s612354671,389,1289,clean_src/p03068/s612354671.c,obfuscated_bin/p03068/s612354671_fla_bcf_instsub.elf,input_output/p03068/input.txt,input_output/p03068/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,8,79,14,3,6,7.59493670886076,short,simple,short_simple,0.2739174540883489,508,25,
p03071,s968287446,2122,4626,clean_src/p03071/s968287446.c,obfuscated_bin/p03071/s968287446_fla_bcf_instsub.elf,input_output/p03071/input.txt,input_output/p03071/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,46,96,93,4,47,48.95833333333333,long,complex,long_complex,0.6200391489984657,2275,1147,
p03072,s838354793,2166,4720,clean_src/p03072/s838354793.c,obfuscated_bin/p03072/s838354793_fla_bcf_instsub.elf,input_output/p03072/input.txt,input_output/p03072/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,46,105,95,4,49,46.666666666666664,long,complex,long_complex,0.6128193402556924,2295,1094,
p03073,s949562174,2177,4726,clean_src/p03073/s949562174.c,obfuscated_bin/p03073/s949562174_fla_bcf_instsub.elf,input_output/p03073/input.txt,input_output/p03073/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,46,102,96,4,50,49.01960784313725,long,complex,long_complex,0.8701683943899647,2299,1148,
p03074,s757509519,2299,5003,clean_src/p03074/s757509519.c,obfuscated_bin/p03074/s757509519_fla_bcf_instsub.elf,input_output/p03074/input.txt,input_output/p03074/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,46,125,99,7,53,42.4,long,complex,long_complex,0.6730639024156267,2326,1005,
p03075,s925807065,423,1395,clean_src/p03075/s925807065.c,obfuscated_bin/p03075/s925807065_fla_bcf_instsub.elf,input_output/p03075/input.txt,input_output/p03075/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,60,18,5,9,15.0,short,simple,short_simple,0.7454722829389622,621,205,
p03076,s179149863,918,2689,clean_src/p03076/s179149863.c,obfuscated_bin/p03076/s179149863_fla_bcf_instsub.elf,input_output/p03076/input.txt,input_output/p03076/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,11,112,40,7,29,25.892857142857146,long,simple,long_simple,0.9669290374725549,1649,645,
p03077,s666951973,2148,4721,clean_src/p03077/s666951973.c,obfuscated_bin/p03077/s666951973_fla_bcf_instsub.elf,input_output/p03077/input.txt,input_output/p03077/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,46,100,94,4,48,48.0,long,complex,long_complex,0.4962712001518861,2286,1123,
p03078,s826111354,3816,9597,clean_src/p03078/s826111354.c,obfuscated_bin/p03078/s826111354_fla_bcf_instsub.elf,input_output/p03078/input.txt,input_output/p03078/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,59,160,150,10,91,56.875,long,complex,long_complex,0.9629064034863778,2563,1185,
p03079,s658007839,682,2334,clean_src/p03079/s658007839.c,obfuscated_bin/p03079/s658007839_fla_bcf_instsub.elf,input_output/p03079/input.txt,input_output/p03079/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,16,124,26,5,10,8.064516129032258,short,simple,short_simple,0.5637788831156936,1264,28,
p03080,s448535034,2158,4709,clean_src/p03080/s448535034.c,obfuscated_bin/p03080/s448535034_fla_bcf_instsub.elf,input_output/p03080/input.txt,input_output/p03080/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,46,101,95,4,49,48.51485148514851,long,complex,long_complex,0.8821002609447798,2289,1141,
p03081,s345226742,2502,5407,clean_src/p03081/s345226742.c,obfuscated_bin/p03081/s345226742_fla_bcf_instsub.elf,input_output/p03081/input.txt,input_output/p03081/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,46,129,112,20,66,51.162790697674424,long,complex,long_complex,0.9791153759171091,2384,1166,
p03082,s945558261,698,1515,clean_src/p03082/s945558261.c,obfuscated_bin/p03082/s945558261_fla_bcf_instsub.elf,input_output/p03082/input.txt,input_output/p03082/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,4,55,21,7,17,30.909090909090907,short,complex,short_complex,0.4623730222589597,1297,935,
p03083,s692329325,643,1745,clean_src/p03083/s692329325.c,obfuscated_bin/p03083/s692329325_fla_bcf_instsub.elf,input_output/p03083/input.txt,input_output/p03083/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,67,19,9,14,20.8955223880597,short,simple,short_simple,0.9641787816260006,1176,484,
p03085,s045337051,372,1271,clean_src/p03085/s045337051.c,obfuscated_bin/p03085/s045337051_fla_bcf_instsub.elf,input_output/p03085/input.txt,input_output/p03085/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,48,17,4,8,16.666666666666664,short,simple,short_simple,0.7108675917031627,452,281,
p03086,s856767095,517,1717,clean_src/p03086/s856767095.c,obfuscated_bin/p03086/s856767095_fla_bcf_instsub.elf,input_output/p03086/input.txt,input_output/p03086/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,8,91,24,6,16,17.582417582417584,short,simple,short_simple,0.8533251464596504,867,327,
p03087,s831680786,2215,4829,clean_src/p03087/s831680786.c,obfuscated_bin/p03087/s831680786_fla_bcf_instsub.elf,input_output/p03087/input.txt,input_output/p03087/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,46,106,97,5,51,48.113207547169814,long,complex,long_complex,0.6620455168600541,2310,1129,
p03088,s859937496,907,2132,clean_src/p03088/s859937496.c,obfuscated_bin/p03088/s859937496_fla_bcf_instsub.elf,input_output/p03088/input.txt,input_output/p03088/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,70,22,22,21,30.0,long,complex,long_complex,0.8409441160760766,1636,752,
p03089,s703027138,446,1646,clean_src/p03089/s703027138.c,obfuscated_bin/p03089/s703027138_fla_bcf_instsub.elf,input_output/p03089/input.txt,input_output/p03089/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,7,57,19,9,12,21.052631578947366,short,simple,short_simple,0.7331846243975163,678,497,
p03090,s416281124,2274,4980,clean_src/p03090/s416281124.c,obfuscated_bin/p03090/s416281124_fla_bcf_instsub.elf,input_output/p03090/input.txt,input_output/p03090/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,46,119,101,9,55,46.21848739495798,long,complex,long_complex,0.4252196351747751,2320,1089,
p03091,s089167723,873,2207,clean_src/p03091/s089167723.c,obfuscated_bin/p03091/s089167723_fla_bcf_instsub.elf,input_output/p03091/input.txt,input_output/p03091/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,92,32,9,23,25.0,long,simple,long_simple,0.8432094808545575,1586,620,
p03092,s787064777,1919,6069,clean_src/p03092/s787064777.c,obfuscated_bin/p03092/s787064777_fla_bcf_instsub.elf,input_output/p03092/input.txt,input_output/p03092/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,11,205,48,17,37,18.048780487804876,long,simple,long_simple,0.45496982007739495,2222,426,
p03093,s257703222,711,1859,clean_src/p03093/s257703222.c,obfuscated_bin/p03093/s257703222_fla_bcf_instsub.elf,input_output/p03093/input.txt,input_output/p03093/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,8,108,26,9,18,16.666666666666664,long,simple,long_simple,0.34566898809187396,1326,348,
p03094,s311309401,2955,6725,clean_src/p03094/s311309401.c,obfuscated_bin/p03094/s311309401_fla_bcf_instsub.elf,input_output/p03094/input.txt,input_output/p03094/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,56,176,115,4,59,33.52272727272727,long,complex,long_complex,0.36336223901568976,2511,836,
p03095,s464376043,665,2334,clean_src/p03095/s464376043.c,obfuscated_bin/p03095/s464376043_fla_bcf_instsub.elf,input_output/p03095/input.txt,input_output/p03095/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,99,26,11,17,17.17171717171717,short,simple,short_simple,0.90506484565479,1229,308,
p03096,s035638798,1654,6561,clean_src/p03096/s035638798.c,obfuscated_bin/p03096/s035638798_fla_bcf_instsub.elf,input_output/p03096/input.txt,input_output/p03096/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,16,183,45,9,29,15.846994535519126,long,simple,long_simple,0.5749232406665745,2134,290,
p03097,s557903818,846,2023,clean_src/p03097/s557903818.c,obfuscated_bin/p03097/s557903818_fla_bcf_instsub.elf,input_output/p03097/input.txt,input_output/p03097/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,66,20,4,11,16.666666666666664,long,simple,long_simple,0.9287072747748168,1545,345,
p03098,s384377379,539,1416,clean_src/p03098/s384377379.c,obfuscated_bin/p03098/s384377379_fla_bcf_instsub.elf,input_output/p03098/input.txt,input_output/p03098/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,4,63,13,5,9,14.285714285714285,short,simple,short_simple,0.8911683141787062,923,180,
p03101,s723536432,660,1354,clean_src/p03101/s723536432.c,obfuscated_bin/p03101/s723536432_fla_bcf_instsub.elf,input_output/p03101/input.txt,input_output/p03101/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,8,20,35,7,27,135.0,short,complex,short_complex,0.9229619589210875,1217,1295,
p03102,s177738095,2211,4836,clean_src/p03102/s177738095.c,obfuscated_bin/p03102/s177738095_fla_bcf_instsub.elf,input_output/p03102/input.txt,input_output/p03102/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,46,106,97,5,51,48.113207547169814,long,complex,long_complex,0.9055450317484519,2309,1130,
p03103,s329799206,1413,4227,clean_src/p03103/s329799206.c,obfuscated_bin/p03103/s329799206_fla_bcf_instsub.elf,input_output/p03103/input.txt,input_output/p03103/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,125,32,28,30,24.0,long,simple,long_simple,0.5722316724287687,2043,597,
p03105,s305482388,2394,5139,clean_src/p03105/s305482388.c,obfuscated_bin/p03105/s305482388_fla_bcf_instsub.elf,input_output/p03105/input.txt,input_output/p03105/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,51,114,101,4,50,43.859649122807014,long,complex,long_complex,0.9419581181179685,2351,1040,
p03106,s205483085,864,1861,clean_src/p03106/s205483085.c,obfuscated_bin/p03106/s205483085_fla_bcf_instsub.elf,input_output/p03106/input.txt,input_output/p03106/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,17,38,30,4,13,34.21052631578947,long,complex,long_complex,0.9905534364227696,1571,845,
p03107,s768766932,678,2380,clean_src/p03107/s768766932.c,obfuscated_bin/p03107/s768766932_fla_bcf_instsub.elf,input_output/p03107/input.txt,input_output/p03107/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,10,90,23,5,13,14.444444444444443,short,simple,short_simple,0.6617758499977142,1252,183,
p03108,s166856995,3284,8070,clean_src/p03108/s166856995.c,obfuscated_bin/p03108/s166856995_fla_bcf_instsub.elf,input_output/p03108/input.txt,input_output/p03108/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,59,104,133,8,74,71.15384615384616,long,complex,long_complex,0.9821402505924842,2548,1235,
p03109,s529748505,391,1094,clean_src/p03109/s529748505.c,obfuscated_bin/p03109/s529748505_fla_bcf_instsub.elf,input_output/p03109/input.txt,input_output/p03109/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,11,57,25,5,14,24.561403508771928,short,simple,short_simple,0.9647961443821303,512,646,
p03111,s152042503,2308,5846,clean_src/p03111/s152042503.c,obfuscated_bin/p03111/s152042503_fla_bcf_instsub.elf,input_output/p03111/input.txt,input_output/p03111/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,43,78,105,7,62,79.48717948717949,long,complex,long_complex,0.9289399313317888,2328,1268,
p03112,s710278781,1078,3715,clean_src/p03112/s710278781.c,obfuscated_bin/p03112/s710278781_fla_bcf_instsub.elf,input_output/p03112/input.txt,input_output/p03112/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,155,42,34,37,23.870967741935484,long,simple,long_simple,0.37847007202956173,1807,591,
p03114,s081176320,1549,3650,clean_src/p03114/s081176320.c,obfuscated_bin/p03114/s081176320_fla_bcf_instsub.elf,input_output/p03114/input.txt,input_output/p03114/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,11,158,41,16,30,18.9873417721519,long,simple,long_simple,0.7298442044438842,2092,460,
p03115,s696781003,2362,5342,clean_src/p03115/s696781003.c,obfuscated_bin/p03115/s696781003_fla_bcf_instsub.elf,input_output/p03115/input.txt,input_output/p03115/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,48,123,105,5,57,46.34146341463415,long,complex,long_complex,0.6497614827678624,2342,1091,
p03116,s753766956,2941,7397,clean_src/p03116/s753766956.c,obfuscated_bin/p03116/s753766956_fla_bcf_instsub.elf,input_output/p03116/input.txt,input_output/p03116/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,47,175,116,12,69,39.42857142857143,long,complex,long_complex,0.7111140365188434,2507,940,
p03117,s365427967,757,1884,clean_src/p03117/s365427967.c,obfuscated_bin/p03117/s365427967_fla_bcf_instsub.elf,input_output/p03117/input.txt,input_output/p03117/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,78,25,8,16,20.51282051282051,long,simple,long_simple,0.4443322073686973,1404,506,
p03125,s514149926,1945,4281,clean_src/p03125/s514149926.c,obfuscated_bin/p03125/s514149926_fla_bcf_instsub.elf,input_output/p03125/input.txt,input_output/p03125/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,43,90,85,4,42,46.666666666666664,long,complex,long_complex,0.7912936981267594,2231,1093,
p03126,s646568191,3995,12859,clean_src/p03126/s646568191.c,obfuscated_bin/p03126/s646568191_fla_bcf_instsub.elf,input_output/p03126/input.txt,input_output/p03126/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,61,737,107,6,46,6.241519674355495,long,simple,long_simple,0.6381395856885852,2568,19,
p03127,s915267315,1953,4282,clean_src/p03127/s915267315.c,obfuscated_bin/p03127/s915267315_fla_bcf_instsub.elf,input_output/p03127/input.txt,input_output/p03127/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,43,89,85,4,42,47.19101123595505,long,complex,long_complex,0.8691608733245715,2232,1106,
p03128,s380072034,1409,3256,clean_src/p03128/s380072034.c,obfuscated_bin/p03128/s380072034_fla_bcf_instsub.elf,input_output/p03128/input.txt,input_output/p03128/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,137,105,101,102,74.45255474452554,long,complex,long_complex,0.5467099968423126,2039,1249,
p03129,s949387491,2137,4704,clean_src/p03129/s949387491.c,obfuscated_bin/p03129/s949387491_fla_bcf_instsub.elf,input_output/p03129/input.txt,input_output/p03129/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,46,100,94,4,48,48.0,long,complex,long_complex,0.780390740893903,2282,1124,
p03130,s312093052,2312,5032,clean_src/p03130/s312093052.c,obfuscated_bin/p03130/s312093052_fla_bcf_instsub.elf,input_output/p03130/input.txt,input_output/p03130/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,47,121,104,8,57,47.107438016528924,long,complex,long_complex,0.8758996462041899,2331,1102,
p03131,s762559996,363,1862,clean_src/p03131/s762559996.c,obfuscated_bin/p03131/s762559996_fla_bcf_instsub.elf,input_output/p03131/input.txt,input_output/p03131/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,75,15,12,13,17.333333333333336,short,simple,short_simple,0.7522597554963313,413,318,
p03132,s059902227,616,1333,clean_src/p03132/s059902227.c,obfuscated_bin/p03132/s059902227_fla_bcf_instsub.elf,input_output/p03132/input.txt,input_output/p03132/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,6,24,14,3,8,33.33333333333333,short,complex,short_complex,0.8451668014240263,1112,998,
p03133,s583165359,518,1549,clean_src/p03133/s583165359.c,obfuscated_bin/p03133/s583165359_fla_bcf_instsub.elf,input_output/p03133/input.txt,input_output/p03133/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,4,62,20,12,16,25.806451612903224,short,complex,short_complex,0.7680574714586184,871,713,
p03134,s112115491,545,1225,clean_src/p03134/s112115491.c,obfuscated_bin/p03134/s112115491_fla_bcf_instsub.elf,input_output/p03134/input.txt,input_output/p03134/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,4,61,19,13,15,24.59016393442623,short,simple,short_simple,0.356280637702031,940,649,
p03136,s634129550,3915,12730,clean_src/p03136/s634129550.c,obfuscated_bin/p03136/s634129550_fla_bcf_instsub.elf,input_output/p03136/input.txt,input_output/p03136/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,61,732,108,6,47,6.420765027322404,long,simple,long_simple,0.9950553773084442,2566,21,
p03137,s179066782,717,2526,clean_src/p03137/s179066782.c,obfuscated_bin/p03137/s179066782_fla_bcf_instsub.elf,input_output/p03137/input.txt,input_output/p03137/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,6,93,31,8,25,26.881720430107524,long,complex,long_complex,0.6255079540382452,1337,674,
p03139,s595104061,316,791,clean_src/p03139/s595104061.c,obfuscated_bin/p03139/s595104061_fla_bcf_instsub.elf,input_output/p03139/input.txt,input_output/p03139/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,44,27,27,26,59.09090909090909,short,complex,short_complex,0.49017450482060754,251,1271,
p03140,s027544822,685,2814,clean_src/p03140/s027544822.c,obfuscated_bin/p03140/s027544822_fla_bcf_instsub.elf,input_output/p03140/input.txt,input_output/p03140/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,12,89,31,9,19,21.34831460674157,short,simple,short_simple,0.9327312130866172,1271,505,
p03141,s132359456,585,1322,clean_src/p03141/s132359456.c,obfuscated_bin/p03141/s132359456_fla_bcf_instsub.elf,input_output/p03141/input.txt,input_output/p03141/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,6,60,23,6,17,28.333333333333332,short,complex,short_complex,0.7755869667272945,1039,830,
p03142,s710805295,5015,16018,clean_src/p03142/s710805295.c,obfuscated_bin/p03142/s710805295_fla_bcf_instsub.elf,input_output/p03142/input.txt,input_output/p03142/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,74,289,197,24,123,42.56055363321799,long,complex,long_complex,0.6943558177224753,2585,1008,
p03143,s616140703,1323,4135,clean_src/p03143/s616140703.c,obfuscated_bin/p03143/s616140703_fla_bcf_instsub.elf,input_output/p03143/input.txt,input_output/p03143/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,12,159,31,11,19,11.949685534591195,long,simple,long_simple,0.866779483987804,1989,119,
p03144,s569750365,3271,12448,clean_src/p03144/s569750365.c,obfuscated_bin/p03144/s569750365_fla_bcf_instsub.elf,input_output/p03144/input.txt,input_output/p03144/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,31,450,98,22,67,14.888888888888888,long,simple,long_simple,0.6792018164040834,2545,225,
p03145,s365932845,1472,6688,clean_src/p03145/s365932845.c,obfuscated_bin/p03145/s365932845_fla_bcf_instsub.elf,input_output/p03145/input.txt,input_output/p03145/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,23,205,56,10,33,16.097560975609756,long,simple,long_simple,0.9107908064237685,2062,313,
p03146,s104180197,3968,12794,clean_src/p03146/s104180197.c,obfuscated_bin/p03146/s104180197_fla_bcf_instsub.elf,input_output/p03146/input.txt,input_output/p03146/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,61,741,110,6,49,6.612685560053981,long,simple,long_simple,0.8379060555152443,2567,28,
p03147,s180014650,1998,4353,clean_src/p03147/s180014650.c,obfuscated_bin/p03147/s180014650_fla_bcf_instsub.elf,input_output/p03147/input.txt,input_output/p03147/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,43,91,87,4,44,48.35164835164835,long,complex,long_complex,0.7902864920971657,2247,1134,
p03148,s979759065,813,2711,clean_src/p03148/s979759065.c,obfuscated_bin/p03148/s979759065_fla_bcf_instsub.elf,input_output/p03148/input.txt,input_output/p03148/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,88,22,7,17,19.318181818181817,long,simple,long_simple,0.8246906966724165,1497,470,
p03149,s010569959,2165,4752,clean_src/p03149/s010569959.c,obfuscated_bin/p03149/s010569959_fla_bcf_instsub.elf,input_output/p03149/input.txt,input_output/p03149/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,46,104,98,6,52,50.0,long,complex,long_complex,0.9141248430121062,2294,1159,
p03150,s928026002,573,1126,clean_src/p03150/s928026002.c,obfuscated_bin/p03150/s928026002_fla_bcf_instsub.elf,input_output/p03150/input.txt,input_output/p03150/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,35,60,60,59,168.57142857142858,short,complex,short_complex,0.9408081628729285,1012,1298,
